Contract_ID,Project_ID,Project_Name,Ownership,Developer,Address,ZIP,Parcel_ID,Council_District,Unit_Type,Housing_Tenure,Development_Status,Total_Units,Affordable_Units,Total_ADA_Units,PSH_Units,MFI_20,MFI_30,MFI_40,MFI_50,MFI_60,MFI_65,MFI_70,MFI_80,MFI_100,MFI_120,Affordability_Start_Date,Affordability_Expiration_Date,Affordability_Period,FIL_Status,CAL_FIL,Date_FIL_Recorded,HDA,Private_Activity_Bonds,Affordability_Unlocked,SMART,Dev_Agreement,Density_Bonus,FIL,LIHTC,GO_Bonds_2006,GO_Bonds_2013,GO_Bonds_2018,GO_Bonds_2022,CDBG,CIP_Funds,HOME,HTF,Project_Connect,City_Subsidy,Longitude,Latitude
347,4299,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4416 Berkman Drive Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-25-2014,02-25-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.29710007
347,4300,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4416 Berkman Drive Unit D,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,01-09-2014,01-09-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.29710007
347,4301,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4416 Berkman Drive Unit E,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-27-2014,02-27-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.29710007
347,4302,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4416 Berkman Drive Unit F,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,01-09-2014,01-09-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.29710007
347,4303,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4400 Berkman Drive Unit A,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-27-2013,12-27-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.2968998
347,4304,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4400 Berkman Drive Unit B,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,01-21-2014,01-21-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.2968998
347,4305,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4400 Berkman Drive Unit C,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-27-2013,12-27-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.2968998
347,4306,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4400 Berkman Drive Unit D,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-20-2013,12-20-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.2968998
347,4307,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4400 Berkman Drive Unit E,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-28-2014,02-28-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.2968998
347,4308,Standard Pacific - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4400 Berkman Drive Unit F,78723,0217161401,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,01-10-2014,01-10-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.2968998
347,4309,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2001 Robert Browning Street,78723,0217161715,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-25-2013,02-25-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70269775,30.29850006
347,4310,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2005 Robert Browning Street,78723,0217161716,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-06-2013,09-06-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70259857,30.29850006
347,4311,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2009 Robert Browning Street,78723,0217161716,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-29-2013,05-29-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70259857,30.29850006
347,4312,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2013 Robert Browning Street,78723,0217161718,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-15-2013,04-15-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70249939,30.29850006
347,4313,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2017 Robert Browning Street,78723,0217161719,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-28-2013,11-28-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70240021,30.29850006
347,4314,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2021 Robert Browning Street,78723,0217161720,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-27-2014,02-27-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70230103,30.29850006
347,4315,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2025 Robert Browning Street,78723,0217161721,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-07-2014,03-07-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70220184,30.29850006
347,4316,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2029 Robert Browning Street,78723,0217161722,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-28-2013,11-28-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70210266,30.29850006
347,4317,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2117 Robert Browning Street,78723,0217161910,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,01-29-2014,01-29-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70110321,30.29850006
347,4318,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2121 Robert Browning Street,78723,0217161911,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-03-2014,02-03-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.7009964,30.29850006
347,4319,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2125 Robert Browning Street,78723,0217161911,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-29-2013,10-29-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.700993,30.298497
347,4320,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2129 Robert Browning Street,78723,0217161912,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-27-2014,02-27-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70089722,30.29850006
347,4321,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2144 Robert Browning Street,78723,0219160517,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-29-2014,09-29-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70050049,30.29879951
347,4322,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2140 Robert Browning Street,78723,0219160518,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-26-2014,09-26-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70059967,30.29879951
347,4323,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2136 Robert Browning Street,78723,0219160519,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-29-2014,09-29-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70069885,30.29879951
347,4324,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2132 Robert Browning Street,78723,0219160520,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-29-2014,09-29-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70079803,30.29879951
347,4325,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2128 Robert Browning Street,78723,0219160521,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-15-2014,08-15-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70089722,30.29879951
347,4326,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2124 Robert Browning Street,78723,0219160523,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-22-2014,08-22-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.7009964,30.29879951
347,4327,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2120 Robert Browning Street,78723,0219160523,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-31-2014,07-31-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.7009964,30.29879951
347,4328,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2116 Robert Browning Street,78723,0219160524,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-01-2014,08-01-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70110321,30.29879951
347,4329,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2028 Robert Browning Street,78723,0217161502,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-27-2014,05-27-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70220184,30.29879951
347,4330,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2024 Robert Browning Street,78723,0217161502,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-30-2014,05-30-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70220184,30.29879951
347,4331,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2020 Robert Browning Street,78723,0217161503,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-20-2014,06-20-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70230103,30.29879951
347,4332,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2016 Robert Browning Street,78723,0217161504,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-30-2014,05-30-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70240021,30.29879951
97,4333,908 Juniper Street,Undisclosed,Austin Revitalization Authority,908 Juniper Street,78702,0208061226,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,12-30-1900,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.730487,30.270597
97,4334,912 Juniper Street,Undisclosed,Austin Revitalization Authority,912 Juniper Street,78702,0208061224,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,12-30-1900,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.730251,30.270465
97,4335,914 Juniper Street,Undisclosed,Austin Revitalization Authority,914 Juniper Street,78702,0208061223,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,12-30-1900,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.730126,30.270435
97,4336,916 Juniper Street,Undisclosed,Austin Revitalization Authority,916 Juniper Street,78702,0208061222,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,12-30-1900,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.73003,30.27043
97,4337,1006 Juniper Street,Undisclosed,Austin Revitalization Authority,1006 Juniper Street,78702,0208061323,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,12-30-1900,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.729199,30.270136
97,4338,1162 Curve Street,Undisclosed,Austin Revitalization Authority,1162 Curve Street,78702,0208061221,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,12-30-1900,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.729907,30.270405
97,4339,1169 Curve Street,Undisclosed,Austin Revitalization Authority,1169 Curve Street,78702,0208061319,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,12-30-1900,1,,,,,No,No,Yes,,,No,,,,,,,,,,,,-97.729573,30.27056
394,4340,St Johns West Apartments,St Johns West LLC,JCI Residential LLC,601 W St Johns Avenue,78752,0233100416,4,Multifamily,Rental,Project Completed,297,40,0.0,0,0,0,0,0,40,0,0,0,0,0,03-19-2020,03-19-2060,40,,,,,No,No,No,,Transit Oriented Development,No,,,,,,,,,,,,-97.714785,30.337701
395,4342,5th and West Residences,5th and West Owner LP,Unknown,501 West Avenue,78701,0107003301,9,Multifamily,Ownership,Project Completed,163,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,12-30-3799,0,Paid,487135,12-06-2018,,No,No,No,,Downtown Density Bonus,Yes,,,,,,,,,,,,-97.750679,30.269427
396,4343,5th and Brazos,WM Austin LLC,Magellan Development Group,501 Brazos Street,78701,0206031115,9,Multifamily,Rental,Project Completed,394,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,12-30-3799,0,Paid,788070,,,No,No,No,,Downtown Density Bonus,Yes,,,,,,,,,,,,-97.741466,30.266956
347,4344,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2012 Robert Browning Street,78723,0217161505,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-15-2014,04-15-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70249939,30.29879951
347,4345,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2008 Robert Browning Street,78723,0217161507,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-12-2014,05-12-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70259857,30.29879951
347,4346,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2004 Robert Browning Street,78723,0217161507,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-30-2014,04-30-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70259857,30.29879951
347,4347,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2000 Robert Browning Street,78723,0217161508,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-30-2014,04-30-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70269775,30.29879951
347,4348,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4608 Page Street,78723,0219160428,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-12-2014,12-12-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70140076,30.29910088
347,4349,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4616 Page Street,78723,0219160427,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-12-2014,12-12-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70140076,30.29920006
347,4350,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4609 Ruiz Street,78723,0219160424,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-23-2014,12-23-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70189667,30.29910088
347,4351,Streetman - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4617 Ruiz Street,78723,0219160424,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-23-2014,12-23-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70189667,30.29920006
347,4352,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2108 McBee Street,78723,0217161802,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-24-2013,04-24-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70140076,30.29750061
347,4353,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2104 McBee Street,78723,0217161803,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-15-2013,05-15-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70149994,30.29750061
347,4354,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2100 McBee Street,78723,0217161804,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-15-2013,03-15-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70159912,30.29750061
347,4355,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2028 McBee Street,78723,0217161805,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-28-2012,12-28-2013,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.7016983,30.29750061
347,4356,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2024 McBee Street,78723,0217161806,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,01-24-2013,01-24-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70179749,30.29750061
347,4358,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4516 Page Street,78723,0217161810,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-23-2013,04-23-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70149994,30.29770088
347,4359,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4517 Ruiz Street,78723,0217161812,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-15-2013,02-15-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.7016983,30.29770088
347,4360,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4525 Ruiz Street,78723,0217161817,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-22-2013,02-22-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70179749,30.29800034
347,4361,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4524 Page Street,78723,0217161819,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-15-2013,03-15-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70159912,30.29800034
347,4362,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4532 Page Street,78723,0217161822,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-26-2013,04-26-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70140076,30.29800034
347,4363,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4624 Page Street,78723,0219160417,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-26-2013,06-26-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70149994,30.29929924
347,4364,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4632 Page Street,78723,0219160420,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-20-2013,11-20-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.7016983,30.29929924
347,4365,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4625 Ruiz Street,78723,0219160421,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-31-2014,03-31-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70179749,30.29929924
347,4366,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4633 Ruiz Street,78723,0219160411,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-20-2013,12-20-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.7016983,30.2996006
347,4367,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,4640 Page Street,78723,0219160412,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-08-2013,11-08-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70159912,30.2996006
347,4368,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2109 Philomena Street,78723,0219160303,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-15-2013,07-15-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70149994,30.29990005
347,4369,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2105 Philomena Street,78723,0219160405,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-30-2013,09-30-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70159912,30.29980087
347,4370,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2101 Philomena Street,78723,0219160404,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-14-2013,11-14-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.7016983,30.29980087
347,4372,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2041 Philomena Street,78723,0219160403,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-28-2014,02-28-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70179749,30.29980087
347,4373,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2037 Philomena Street,78723,0219160403,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-04-2014,04-04-2015,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70179749,30.29980087
347,4374,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2001 Philomena Street,78723,0219160301,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-30-2013,12-30-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70279694,30.29980087
347,4375,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2005 Philomena Street,78723,0219160302,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-30-2013,12-30-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70269775,30.29980087
347,4376,David Weekley - SF - Section 6 (RMMA MDA),Catellus Austin LLC,Catellus Austin LLC,2009 Philomena Street,78723,0219160303,9,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-30-2013,12-30-2014,1,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,,-97.70259857,30.29980087
